ba_brewery_state,ba_bros_val,ba_avg_score,ba_abv,ba_style,ba_phone,ba_brewery_name,ba_phone_key,ba_beer_name,ba_ratings_count,ba_brewery_city
CA,-,4.25,5.80,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Afternoon Delight,9,San Francisco
CA,-,4.41,8.50,American Double / Imperial IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Are You Afraid Of The Dank?,77,San Francisco
CA,-,4.38,7.70,American Stout,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Baby Blammo!,15,San Francisco
CA,-,4.03,6.70,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Bad Hand IPA,11,San Francisco
CA,-,3.83,3.90,English Bitter,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Bad Teeth,9,San Francisco
CA,-,4.17,6.90,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Bangerang,53,San Francisco
CA,-,4.04,4.00,English Porter,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Batch #1 Porter,49,San Francisco
CA,-,4.06,7.50,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Bill Beeelichick,10,San Francisco
CA,-,4.2,6.60,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Bless The Rains,5,San Francisco
CA,-,2.92,4.30,Fruit / Vegetable Beer,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Blonde Moms,9,San Francisco
CA,-,-,?,American Blonde Ale,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Blonde Sabbath,4,San Francisco
CA,-,-,5.00,German Pilsener,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Blue Velvet,0,San Francisco
CA,-,-,?,American Porter,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Bourbon Barrel Imperial Coffee And Cigarettes,0,San Francisco
CA,-,-,5.90,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Breakheart,1,San Francisco
CA,-,4.23,7.00,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Brett Easton ALS,12,San Francisco
CA,-,3.88,6.60,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Catch A Fire,19,San Francisco
CA,-,-,8.10,Saison / Farmhouse Ale,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Chardonnay Wisdom,1,San Francisco
CA,-,4.23,6.50,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Cloud 9,7,San Francisco
CA,-,4.37,7.60,American Porter,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Coffee And Cigarettes,149,San Francisco
CA,-,4.38,7.60,American Porter,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Coffee And Cigarettes With Chicory & Cocoa Nibs & Beigents,2,San Francisco
CA,-,4.46,6.00,American Porter,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Coffee Sessions: Four Barrel,12,San Francisco
CA,-,4.32,6.20,American Porter,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Coffee Sessions: Front,6,San Francisco
CA,-,4.43,5.70,American Porter,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Coffee Sessions: Ritual,9,San Francisco
CA,-,3.96,6.90,American Strong Ale,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Contains Nuts #1 (Pecans),14,San Francisco
CA,-,4.24,6.60,American Amber / Red Ale,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Contains Nuts #2 (hazelnuts),9,San Francisco
CA,-,3.89,5.80,American Pale Wheat Ale,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Cool Wheat,23,San Francisco
CA,-,3.89,4.30,Saison / Farmhouse Ale,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Coquette,32,San Francisco
CA,-,4.33,8.10,American Double / Imperial IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Dank Side Of The Moon,18,San Francisco
CA,-,4.46,10.80,American Double / Imperial IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Dank Statement,60,San Francisco
CA,-,4.34,7.80,American Double / Imperial IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Dank Williams,54,San Francisco
CA,-,4.23,4.80,American Blonde Ale,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Daphne,56,San Francisco
CA,-,4.39,5.10,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Dobis Pale Ale,62,San Francisco
CA,-,4.38,8.50,American Double / Imperial IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Double Dobis,76,San Francisco
CA,-,4.63,5.10,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Double Dry Hopped Dobis,9,San Francisco
CA,-,4.25,5.70,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Equinox Pale Ale,29,San Francisco
CA,-,3.69,5.10,American Blonde Ale,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Fake Gold,8,San Francisco
CA,-,-,6.30,Saison / Farmhouse Ale,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Flesh Tones #1,1,San Francisco
CA,-,3.92,4.90,American Blonde Ale,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Gold Dust,5,San Francisco
CA,-,-,6.60,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Gracious Days,1,San Francisco
CA,-,-,5.30,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Great Scott,0,San Francisco
CA,-,4.5,5.70,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Green Knuckle,8,San Francisco
CA,-,4.31,8.00,American Double / Imperial IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Highway To The Danker Zone,72,San Francisco
CA,-,3.86,6.60,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Holy Rakau,11,San Francisco
CA,-,4.27,7.20,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Hop Killah,56,San Francisco
CA,-,4.11,5.70,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Hop Making Sense,26,San Francisco
CA,-,4.18,6.80,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Hop Out Of Mind,6,San Francisco
CA,-,4.39,6.50,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Hop Slangin' IPA,52,San Francisco
CA,-,4.04,6.60,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Hops Don't Lie,7,San Francisco
CA,-,4.18,6.10,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Hottt Switch,7,San Francisco
CA,-,4.52,8.30,American Double / Imperial IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,I See A Dankness,39,San Francisco
CA,-,3.95,5.90,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,I See A Danquito,10,San Francisco
CA,-,4.56,10.40,American Porter,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Imperial Coffee And Cigarettes,70,San Francisco
CA,-,4.5,10.40,American Porter,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Inperial Coffee And Cigarettes With Vanilla Bean,4,San Francisco
CA,-,4.34,6.70,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,IPA D'Donk,15,San Francisco
CA,-,-,5.80,Saison / Farmhouse Ale,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Island Culture,6,San Francisco
CA,-,4.44,6.10,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Killed By Death,8,San Francisco
CA,-,3.54,4.70,American Blonde Ale,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Leggie Blonde,5,San Francisco
CA,-,4.4,4.90,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Lite Jade,8,San Francisco
CA,-,3.93,6.10,Saison / Farmhouse Ale,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Lost Wisdom (Chardonnay Barrel-Aged),11,San Francisco
CA,-,4.03,8.10,Milk / Sweet Stout,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Mad Nibs,50,San Francisco
CA,-,-,7.00,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Maximum Joy,10,San Francisco
CA,-,4.09,5.50,American Stout,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Midnight Society,14,San Francisco
CA,-,-,6.90,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Mo'  Equinox,9,San Francisco
CA,-,-,?,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Mo' Citra IPA,5,San Francisco
CA,-,4.31,7.20,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Mo' Motueka,27,San Francisco
CA,-,4.3,7.10,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Mo' Nelson,64,San Francisco
CA,-,4.18,6.70,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Mo' Passion,25,San Francisco
CA,-,4.35,6.50,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Mo' Simcoe,13,San Francisco
CA,-,4.33,8.90,American Porter,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Mocha And Cigarettes,25,San Francisco
CA,-,4.52,5.10,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Moonage Daydream,48,San Francisco
CA,-,4.21,5.40,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Mt. Nelson,24,San Francisco
CA,-,4.13,6.70,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Nelquinox,12,San Francisco
CA,-,3.99,5.70,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,New Beer Smell,13,San Francisco
CA,-,3.71,5.40,American Black Ale,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Nightman,10,San Francisco
CA,-,4.2,5.60,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,No Agreement,16,San Francisco
CA,-,4.07,5.80,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,No Control,13,San Francisco
CA,-,4.47,8.20,American Double / Imperial IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Original Dankster,67,San Francisco
CA,-,3.99,?,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Otto's Backpack,25,San Francisco
CA,-,4.34,6.80,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Otto's Jacket,38,San Francisco
CA,-,4.44,6.40,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Permanent Daylight,62,San Francisco
CA,-,4.16,6.70,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,PhởMoMoCoe,5,San Francisco
CA,-,3.76,5.70,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Pretty Pretty Pale Ale,16,San Francisco
CA,-,2.95,7.30,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Purity Supreme,8,San Francisco
CA,-,4.54,5.70,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Questionable Origins #3,66,San Francisco
CA,-,3.91,5.70,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Questionable Origins #5,11,San Francisco
CA,-,4.03,5.70,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Questionable Origins #6,9,San Francisco
CA,-,-,6.00,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Questionable Origins #7,6,San Francisco
CA,-,-,5.40,American Blonde Ale,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Resplendent,3,San Francisco
CA,-,4.24,8.70,American Double / Imperial IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Rodney Dankerfield,28,San Francisco
CA,-,4.02,5.60,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Rude Boy,7,San Francisco
CA,-,3.69,3.80,Extra Special / Strong Bitter (ESB),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Rye Be Bitter,26,San Francisco
CA,-,-,6.00,Saison / Farmhouse Ale,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Saison Francisco,38,San Francisco
CA,-,4.08,?,American Stout,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Salted Caramel Chocolate Stout (Cask),1,San Francisco
CA,-,3.54,?,American Brown Ale,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Schwag,10,San Francisco
CA,-,-,6.50,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Sending You Pure Vibes Y'all!,2,San Francisco
CA,-,4.39,5.80,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Seven Wonders,9,San Francisco
CA,-,4.18,6.40,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,SFC IPA,15,San Francisco
CA,-,4.36,6.10,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Sharing Sandwiches,18,San Francisco
CA,-,3.63,?,Foreign / Export Stout,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Shoutout Stout,13,San Francisco
CA,-,4.24,7.20,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Simcoe Galaxy IPA,18,San Francisco
CA,-,4.03,5.50,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Simcoe Sessions,16,San Francisco
CA,-,3.47,?,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Smell The Colors,25,San Francisco
CA,-,-,4.00,Berliner Weissbier,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,SoMa Vice,0,San Francisco
CA,-,3.98,4.70,American Blonde Ale,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Something Light,7,San Francisco
CA,-,-,?,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Southern Dobis Pale Ale,5,San Francisco
CA,-,-,4.80,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Stay At Home Dad,4,San Francisco
CA,-,3.92,5.70,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Steve Surprise,14,San Francisco
CA,-,3.96,7.20,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Taco Hands,37,San Francisco
CA,-,3.94,5.60,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,The Gorch,10,San Francisco
CA,-,4.2,10.00,American Double / Imperial Stout,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,The Vastness Of Space,37,San Francisco
CA,-,-,?,American Blonde Ale,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Third Eye,6,San Francisco
CA,-,4.01,6.50,American Brown Ale,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Tim's Brown,51,San Francisco
CA,-,4.17,5.70,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Tiny Dankster,67,San Francisco
CA,-,3.86,5.60,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Tremont,3,San Francisco
CA,-,4.13,5.50,Czech Pilsener,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Typo Pills,21,San Francisco
CA,-,4.27,7.00,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Under Arbor,4,San Francisco
CA,-,3.68,10.40,American Porter,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Underberg And Cigarettes (Collaboration With Good Karma),3,San Francisco
CA,-,3.69,5.70,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Underneath The Pine,17,San Francisco
CA,-,-,5.00,Belgian Pale Ale,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Vaarwel,0,San Francisco
CA,-,-,9.80,American Double / Imperial Stout,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Vastness Of Space,1,San Francisco
CA,-,4.24,7.00,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Wicked Juicy,7,San Francisco
CA,-,4.17,6.70,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Yolo Once,15,San Francisco
CA,-,3.93,6.40,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,You Are What You Is,12,San Francisco
CA,-,4.13,7.00,Tripel,(415) 273-9295,Cervecería de MateVeza,4152739295,Anniversary Tripel,1,San Francisco
CA,-,3.34,5.25,Saison / Farmhouse Ale,(415) 273-9295,Cervecería de MateVeza,4152739295,Beach Comber,1,San Francisco
CA,-,3.25,5.00,Hefeweizen,(415) 273-9295,Cervecería de MateVeza,4152739295,Gaucho Wheat,1,San Francisco
CA,-,-,9.10,Belgian Strong Pale Ale,(415) 273-9295,Cervecería de MateVeza,4152739295,Greyhound,1,San Francisco
CA,-,4.29,?,American Double / Imperial IPA,(415) 273-9295,Cervecería de MateVeza,4152739295,Jump The Scotch,1,San Francisco
CA,-,3.18,4.00,English Brown Ale,(415) 273-9295,Cervecería de MateVeza,4152739295,La Morena,1,San Francisco
CA,-,4.04,7.00,American Blonde Ale,(415) 273-9295,Cervecería de MateVeza,4152739295,Local Honey,1,San Francisco
CA,-,3.43,5.20,Schwarzbier,(415) 273-9295,Cervecería de MateVeza,4152739295,MateVeza Organic Black Lager,20,San Francisco
CA,90,3.34,5.00,American Pale Ale (APA),(415) 273-9295,Cervecería de MateVeza,4152739295,MateVeza Organic Golden Ale,51,San Francisco
CA,-,3.32,7.00,American IPA,(415) 273-9295,Cervecería de MateVeza,4152739295,Mateveza Yerba Mate IPA,73,San Francisco
CA,-,3.94,6.00,American Blonde Ale,(415) 273-9295,Cervecería de MateVeza,4152739295,Vintage Morpho,1,San Francisco
CA,-,4.1,?,Kvass,(415) 751-9690,Cinderella Russian Bakery & Cafe,4157519690,Kvas,2,San Francisco
CA,-,-,4.50,Irish Red Ale,(415) 244-5496,Elizabeth Street Brewery,4152445496,Addison's Firecracker Red,0,San Francisco
CA,-,-,6.00,American IPA,(415) 244-5496,Elizabeth Street Brewery,4152445496,Auntie Ben's IPA,0,San Francisco
CA,-,-,5.00,Milk / Sweet Stout,(415) 244-5496,Elizabeth Street Brewery,4152445496,Daddy's Chocolate Milk,0,San Francisco
CA,-,-,6.00,American Blonde Ale,(415) 244-5496,Elizabeth Street Brewery,4152445496,Mummy's Double Honey,0,San Francisco
CA,-,-,6.50,English Porter,(415) 244-5496,Elizabeth Street Brewery,4152445496,Quincy's Winter Warmer,0,San Francisco
CA,-,3.83,7.00,American IPA,(415) 906-4021,Fort Point Beer Company,4159064021,Animal,3,San Francisco
CA,-,3.8,4.60,Kölsch,(415) 906-4021,Fort Point Beer Company,4159064021,KSA,22,San Francisco
CA,-,4.09,4.70,American Pale Wheat Ale,(415) 906-4021,Fort Point Beer Company,4159064021,Park,26,San Francisco
CA,-,-,4.70,American Pale Wheat Ale,(415) 906-4021,Fort Point Beer Company,4159064021,Park Hoppy,1,San Francisco
CA,-,4.03,6.00,American IPA,(415) 906-4021,Fort Point Beer Company,4159064021,Professor IPA,1,San Francisco
CA,-,-,10.30,Quadrupel (Quad),(415) 906-4021,Fort Point Beer Company,4159064021,Saint Francis 12,3,San Francisco
CA,-,-,4.00,American Porter,(415) 906-4021,Fort Point Beer Company,4159064021,Summer Porter,0,San Francisco
CA,-,4.31,6.20,American Pale Ale (APA),(415) 906-4021,Fort Point Beer Company,4159064021,Swept By Fire,5,San Francisco
CA,-,4.08,4.90,Kölsch,(415) 906-4021,Fort Point Beer Company,4159064021,Tosca,2,San Francisco
CA,-,-,6.20,Rye Beer,(415) 906-4021,Fort Point Beer Company,4159064021,Treble Hook,0,San Francisco
CA,-,3.88,6.50,American IPA,(415) 906-4021,Fort Point Beer Company,4159064021,Villager IPA,24,San Francisco
CA,-,4.17,5.60,Vienna Lager,(415) 906-4021,Fort Point Beer Company,4159064021,Westfalia,17,San Francisco
CA,-,3.48,7.20,American IPA,(408) 504-0275,Golden State Brewery,4085040275,Eureka! IPA,2,San Francisco
CA,-,3.74,5.70,American Blonde Ale,(408) 504-0275,Golden State Brewery,4085040275,Honey Ale,3,San Francisco
CA,-,-,6.00,American Pale Ale (APA),(408) 504-0275,Golden State Brewery,4085040275,Poppy Pale Ale,2,San Francisco
CA,-,3.69,7.60,Belgian Pale Ale,(415) 867-8109,Holy Craft Brewing Company,4158678109,Magnum Opus,1,San Francisco
CA,-,-,7.60,American IPA,(415) 867-8109,Holy Craft Brewing Company,4158678109,Singularis,0,San Francisco
CA,-,3.94,5.20,American Black Ale,(415) 932-6702,Local Brewing Co.,4159326702,1776 Black Ale,2,San Francisco
CA,-,3.6,5.00,California Common / Steam Beer,(415) 932-6702,Local Brewing Co.,4159326702,Bluxome Black Lager,2,San Francisco
CA,-,-,4.10,English Brown Ale,(415) 932-6702,Local Brewing Co.,4159326702,Boomtown Brown,1,San Francisco
CA,-,-,5.80,American Pale Ale (APA),(415) 932-6702,Local Brewing Co.,4159326702,Bridge,2,San Francisco
CA,-,-,5.50,American Amber / Red Ale,(415) 932-6702,Local Brewing Co.,4159326702,Crocker,0,San Francisco
CA,-,-,7.50,American IPA,(415) 932-6702,Local Brewing Co.,4159326702,Duboce Park,1,San Francisco
CA,-,-,6.20,American Pale Ale (APA),(415) 932-6702,Local Brewing Co.,4159326702,Farallon,1,San Francisco
CA,-,-,6.80,American IPA,(415) 932-6702,Local Brewing Co.,4159326702,Faux-Boce,3,San Francisco
CA,-,-,6.30,Märzen / Oktoberfest,(415) 932-6702,Local Brewing Co.,4159326702,Indian Summer Oktoberfest,2,San Francisco
CA,-,-,5.40,Cream Ale,(415) 932-6702,Local Brewing Co.,4159326702,Macaroon,3,San Francisco
CA,-,-,4.70,American Pale Ale (APA),(415) 932-6702,Local Brewing Co.,4159326702,Marina XPA,1,San Francisco
CA,-,3.88,4.70,American IPA,(415) 932-6702,Local Brewing Co.,4159326702,Parklet ISA,4,San Francisco
CA,-,-,5.50,California Common / Steam Beer,(415) 932-6702,Local Brewing Co.,4159326702,SF Lager,0,San Francisco
CA,-,3.48,7.40,Dubbel,(415) 932-6702,Local Brewing Co.,4159326702,Shanghai'd,2,San Francisco
CA,-,-,5.90,American Stout,(415) 932-6702,Local Brewing Co.,4159326702,Sutro Tower,4,San Francisco
CA,-,-,7.40,Old Ale,(415) 932-6702,Local Brewing Co.,4159326702,T.I. Special,0,San Francisco
CA,-,3.85,5.80,American IPA,(415) 932-6702,Local Brewing Co.,4159326702,Wet Hop Pale,1,San Francisco
CA,-,-,9.00,Baltic Porter,(415) 932-6702,Local Brewing Co.,4159326702,Winter Sweater,1,San Francisco
CA,-,-,6.70,American IPA,,Magnolia Pub & Brewery,,1919 IPA,0,San Francisco
CA,-,4.12,9.10,Quadrupel (Quad),,Magnolia Pub & Brewery,,4 Winds Quadrupel,2,San Francisco
CA,-,3.18,?,Herbed / Spiced Beer,,Magnolia Pub & Brewery,,Aliciella Bitter,4,San Francisco
CA,-,3.68,3.90,English Dark Mild Ale,,Magnolia Pub & Brewery,,American Reality,1,San Francisco
CA,-,4.1,9.60,American Double / Imperial IPA,,Magnolia Pub & Brewery,,Atlas,1,San Francisco
CA,-,2.9,6.10,Pumpkin Ale,,Magnolia Pub & Brewery,,Barking Pumpkin,3,San Francisco
CA,-,3.69,4.00,English Brown Ale,,Magnolia Pub & Brewery,,Big Cypress Brown,20,San Francisco
CA,-,4.1,4.90,English Bitter,,Magnolia Pub & Brewery,,Billy's Sunday Best Bitter,18,San Francisco
CA,-,3.63,5.40,Extra Special / Strong Bitter (ESB),,Magnolia Pub & Brewery,,Blue Bell Bitter,51,San Francisco
CA,-,3.25,4.30,English Bitter,,Magnolia Pub & Brewery,,Bonnie Lee's Best Bitter,12,San Francisco
CA,-,3.79,4.30,Extra Special / Strong Bitter (ESB),,Magnolia Pub & Brewery,,Branthill ESB,7,San Francisco
CA,-,3.51,5.30,Belgian Dark Ale,,Magnolia Pub & Brewery,,Chocolate George Stout,4,San Francisco
CA,-,3.87,4.80,American Porter,,Magnolia Pub & Brewery,,Cole Porter,33,San Francisco
CA,-,3.73,3.60,English Dark Mild Ale,,Magnolia Pub & Brewery,,Dark Star Mild,20,San Francisco
CA,-,3.15,7.20,Dubbel,,Magnolia Pub & Brewery,,Deep Elem Dubbel,8,San Francisco
CA,-,3.65,4.30,Belgian Pale Ale,,Magnolia Pub & Brewery,,Destiny Unblonde,3,San Francisco
CA,-,3.17,?,Dunkelweizen,,Magnolia Pub & Brewery,,Dunkelweizen,2,San Francisco
CA,-,4.04,?,American Porter,,Magnolia Pub & Brewery,,Gallows Hill Porter,2,San Francisco
CA,-,-,4.90,American Blonde Ale,,Magnolia Pub & Brewery,,Golden Rabbit Ale,0,San Francisco
CA,-,3.67,4.90,Witbier,,Magnolia Pub & Brewery,,Gordo,3,San Francisco
CA,-,-,3.20,Saison / Farmhouse Ale,,Magnolia Pub & Brewery,,Gris-Gris,0,San Francisco
CA,-,3.98,5.00,English Bitter,,Magnolia Pub & Brewery,,Griz's Lawnmower Ale,3,San Francisco
CA,-,3.94,7.40,American IPA,,Magnolia Pub & Brewery,,High Time Harvest Ale,5,San Francisco
CA,-,3.31,6.10,American IPA,,Magnolia Pub & Brewery,,In With The New IPA,4,San Francisco
CA,-,3.67,4.80,Kölsch,,Magnolia Pub & Brewery,,Kalifornia Kolsch,64,San Francisco
CA,-,4,4.40,English Bitter,,Magnolia Pub & Brewery,,Landlady,1,San Francisco
CA,-,3.75,8.10,Smoked Beer,,Magnolia Pub & Brewery,,Let It Rauch,1,San Francisco
CA,-,3.57,3.90,English Bitter,,Magnolia Pub & Brewery,,Long Break Bitter,8,San Francisco
CA,-,3.8,10.20,English Barleywine,,Magnolia Pub & Brewery,,Magnolia Old Thunderpussy Barleywine,23,San Francisco
CA,-,4,4.50,English Bitter,,Magnolia Pub & Brewery,,Maiden Voyage,1,San Francisco
CA,-,3.75,4.50,English Pale Mild Ale,,Magnolia Pub & Brewery,,Morning Dew,1,San Francisco
CA,-,3.69,4.00,English Bitter,,Magnolia Pub & Brewery,,New Speedway Bitter,15,San Francisco
